YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE
1993,115115,ST. LOUIS CITY,4890,HICKEY ELEM.,NULL, ,335,322,*,*,NULL,NULL,*,*,335,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,4890,HICKEY ELEM.,NULL, ,226,226,*,*,NULL,NULL,*,*,226,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,4890,HICKEY ELEM.,NULL, ,340,343,*,*,NULL,NULL,*,*,340,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,4890,HICKEY ELEM.,NULL, ,264,261,217,83.1,NULL,NULL,*,*,263,99.62,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,4890,HICKEY ELEM.,NULL, ,269,290,*,*,NULL,NULL,*,*,267,99.26,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,4890,HICKEY ELEM.,NULL, ,351,369,*,*,NULL,NULL,*,*,351,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,4890,HICKEY ELEM.,S,SCHOOLWIDE,321,336,279,83,NULL,NULL,*,*,319,99.38,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,4890,HICKEY ELEM.,S,SCHOOLWIDE,375,371,*,*,NULL,NULL,*,*,375,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,4890,HICKEY ELEM.,S,SCHOOLWIDE,355,362,*,*,NULL,NULL,*,*,355,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,4890,HICKEY ELEM.,S,SCHOOLWIDE,326,347,*,*,NULL,NULL,*,*,326,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,4890,HICKEY ELEM.,S,SCHOOLWIDE,298,291,285,97.9,NULL,NULL,*,*,298,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,4890,HICKEY ELEM.,S,SCHOOLWIDE,328,337,326,96.7,NULL,NULL,*,*,328,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,4890,HICKEY ELEM.,S,SCHOOLWIDE,310,304,*,*,NULL,NULL,*,*,310,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,NULL, ,194,188,*,*,NULL,NULL,*,*,194,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,NULL, ,211,203,*,*,NULL,NULL,*,*,211,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,NULL, ,308,321,*,*,NULL,NULL,*,*,308,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,NULL, ,380,386,*,*,NULL,NULL,*,*,380,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,NULL, ,381,388,*,*,NULL,NULL,*,*,381,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,NULL, ,455,447,432,96.6,NULL,NULL,*,*,455,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,NULL, ,379,399,379,95,NULL,NULL,*,*,379,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,NULL, ,377,365,343,94,NULL,NULL,*,*,377,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,4900,HERZOG ELEM.,S,SCHOOLWIDE,380,358,339,94.7,NULL,NULL,*,*,380,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,S,SCHOOLWIDE,391,390,301,77.2,NULL,NULL,*,*,391,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,S,SCHOOLWIDE,317,317,296,93.4,NULL,NULL,*,*,317,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,S,SCHOOLWIDE,250,263,242,92,NULL,NULL,*,*,250,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,S,SCHOOLWIDE,261,263,251,95.4,NULL,NULL,*,*,258,98.85,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,S,SCHOOLWIDE,300,295,*,*,NULL,NULL,*,*,300,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,4900,HERZOG ELEM.,S,SCHOOLWIDE,272,284,272,95.8,NULL,NULL,*,*,271,99.63,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,NULL, ,330,342,*,*,NULL,NULL,*,*,250,75.76,*,*,*,*,*,*,NULL,NULL,80,24.24,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,NULL, ,426,412,*,*,NULL,NULL,*,*,304,71.36,*,*,*,*,*,*,NULL,NULL,122,28.64,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,NULL, ,429,389,*,*,NULL,NULL,*,*,337,78.55,*,*,*,*,*,*,NULL,NULL,90,20.98,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,NULL, ,318,333,*,*,NULL,NULL,*,*,264,83.02,*,*,*,*,*,*,NULL,NULL,48,15.09,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,NULL, ,366,371,*,*,NULL,NULL,*,*,321,87.7,*,*,*,*,*,*,NULL,NULL,43,11.75,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,NULL, ,201,207,*,*,NULL,NULL,*,*,190,94.53,*,*,*,*,*,*,NULL,NULL,11,5.47,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,NULL, ,447,485,460,94.8,NULL,NULL,*,*,379,84.79,*,*,*,*,*,*,NULL,NULL,66,14.77,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,520,506,*,*,NULL,NULL,*,*,420,80.77,7,1.35,*,*,*,*,NULL,NULL,78,15,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,473,507,*,*,NULL,NULL,*,*,379,80.13,*,*,*,*,*,*,NULL,NULL,73,15.43,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,454,434,*,*,NULL,NULL,*,*,414,91.19,11,2.42,*,*,*,*,NULL,NULL,24,5.29,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,359,363,*,*,NULL,NULL,*,*,352,98.05,*,*,*,*,*,*,NULL,NULL,6,1.67,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,383,374,364,97.3,NULL,NULL,*,*,374,97.65,*,*,*,*,*,*,NULL,NULL,6,1.57,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,T,TARGETED,354,360,352,97.8,NULL,NULL,*,*,343,96.89,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,294,311,293,94.2,NULL,NULL,*,*,285,96.94,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,4980,IRVING ELEM.,NULL, ,414,420,*,*,NULL,NULL,*,*,413,99.76,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,4980,IRVING ELEM.,NULL, ,373,368,*,*,NULL,NULL,*,*,367,98.39,*,*,*,*,*,*,NULL,NULL,6,1.61,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,4980,IRVING ELEM.,NULL, ,276,266,*,*,NULL,NULL,*,*,271,98.19,*,*,*,*,*,*,NULL,NULL,5,1.81,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5000,JACKSON ELEM.,NULL, ,226,206,*,*,NULL,NULL,*,*,216,95.58,*,*,*,*,*,*,NULL,NULL,10,4.42,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,5000,JACKSON ELEM.,NULL, ,202,197,*,*,NULL,NULL,*,*,194,96.04,*,*,*,*,*,*,NULL,NULL,8,3.96,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,5000,JACKSON ELEM.,NULL, ,232,236,*,*,NULL,NULL,*,*,227,97.84,*,*,*,*,*,*,NULL,NULL,5,2.16,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,5000,JACKSON ELEM.,NULL, ,271,266,*,*,NULL,NULL,*,*,266,98.15,*,*,*,*,*,*,NULL,NULL,5,1.85,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,5000,JACKSON ELEM.,NULL, ,277,301,*,*,NULL,NULL,*,*,265,95.67,*,*,*,*,*,*,NULL,NULL,12,4.33,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5000,JACKSON ELEM.,NULL, ,306,312,307,98.4,NULL,NULL,*,*,290,94.77,*,*,*,*,*,*,NULL,NULL,16,5.23,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5000,JACKSON ELEM.,NULL, ,272,265,*,*,NULL,NULL,*,*,264,97.06,*,*,*,*,*,*,NULL,NULL,8,2.94,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5000,JACKSON ELEM.,NULL, ,264,267,*,*,NULL,NULL,*,*,258,97.73,*,*,*,*,*,*,NULL,NULL,6,2.27,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5000,JACKSON ELEM.,S,SCHOOLWIDE,259,267,*,*,NULL,NULL,*,*,255,98.46,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5000,JACKSON ELEM.,S,SCHOOLWIDE,310,296,*,*,NULL,NULL,*,*,308,99.35,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5000,JACKSON ELEM.,S,SCHOOLWIDE,293,304,294,96.7,NULL,NULL,*,*,290,98.98,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5000,JACKSON ELEM.,S,SCHOOLWIDE,285,266,*,*,NULL,NULL,*,*,281,98.6,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,5000,JACKSON ELEM.,S,SCHOOLWIDE,160,167,*,*,NULL,NULL,*,*,156,97.5,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,NULL, ,437,415,*,*,NULL,NULL,*,*,434,99.31,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,NULL, ,434,434,*,*,NULL,NULL,*,*,433,99.77,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,NULL, ,427,443,*,*,NULL,NULL,*,*,427,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,NULL, ,378,367,*,*,NULL,NULL,*,*,378,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,NULL, ,366,330,*,*,NULL,NULL,*,*,366,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,NULL, ,352,351,*,*,NULL,NULL,*,*,351,99.72,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,NULL, ,340,331,*,*,NULL,NULL,*,*,340,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,NULL, ,385,389,*,*,NULL,NULL,*,*,385,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5020,JEFFERSON ELEM.,S,SCHOOLWIDE,397,391,385,98.5,NULL,NULL,*,*,397,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,S,SCHOOLWIDE,330,337,*,*,NULL,NULL,*,*,330,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,S,SCHOOLWIDE,343,361,355,98.3,NULL,NULL,*,*,342,99.71,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,S,SCHOOLWIDE,376,392,374,95.4,NULL,NULL,*,*,374,99.47,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,S,SCHOOLWIDE,339,335,326,97.3,NULL,NULL,*,*,336,99.12,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,T,TARGETED,286,294,285,96.9,NULL,NULL,*,*,286,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,5020,JEFFERSON ELEM.,S,SCHOOLWIDE,377,391,377,96.4,NULL,NULL,*,*,376,99.73,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,334,345,*,*,NULL,NULL,*,*,172,51.5,*,*,*,*,*,*,NULL,NULL,156,46.71,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,347,358,*,*,NULL,NULL,*,*,183,52.74,*,*,*,*,*,*,NULL,NULL,164,47.26,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,345,352,*,*,NULL,NULL,*,*,194,56.23,*,*,*,*,*,*,NULL,NULL,148,42.9,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,367,360,*,*,NULL,NULL,*,*,209,56.95,*,*,*,*,*,*,NULL,NULL,158,43.05,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,371,358,*,*,NULL,NULL,*,*,208,56.06,*,*,*,*,*,*,NULL,NULL,159,42.86,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,350,349,115,33,NULL,NULL,*,*,198,56.57,*,*,*,*,*,*,NULL,NULL,147,42,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,344,350,120,34.3,NULL,NULL,*,*,197,57.27,*,*,*,*,*,*,NULL,NULL,144,41.86,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,345,356,115,32.3,NULL,NULL,*,*,194,56.23,*,*,*,*,*,*,NULL,NULL,143,41.45,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,344,344,97,28.2,NULL,NULL,*,*,202,58.72,*,*,*,*,*,*,NULL,NULL,138,40.12,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,330,337,103,30.6,NULL,NULL,*,*,186,56.36,*,*,*,*,*,*,NULL,NULL,137,41.52,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,338,344,84,24.4,NULL,NULL,*,*,191,56.51,*,*,*,*,*,*,NULL,NULL,135,39.94,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,347,351,99,28.2,NULL,NULL,*,*,188,54.18,*,*,*,*,*,*,NULL,NULL,142,40.92,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,348,347,94,27.1,NULL,NULL,*,*,196,56.32,*,*,5,1.44,*,*,NULL,NULL,133,38.22,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,333,367,101,27.5,NULL,NULL,*,*,194,58.26,*,*,*,*,*,*,NULL,NULL,125,37.54,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,5030,KENNARD/CLASSICAL JR. ACAD.,NULL, ,350,366,118,32.2,NULL,NULL,*,*,201,57.43,6,1.71,*,*,*,*,NULL,NULL,126,36,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,NULL, ,432,420,*,*,NULL,NULL,*,*,431,99.77,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,NULL, ,328,331,*,*,NULL,NULL,*,*,327,99.7,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,NULL, ,422,394,*,*,NULL,NULL,*,*,422,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,NULL, ,379,365,*,*,NULL,NULL,*,*,379,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,NULL, ,332,338,*,*,NULL,NULL,*,*,332,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,NULL, ,359,357,347,97.2,NULL,NULL,*,*,359,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,NULL, ,407,410,388,94.6,NULL,NULL,*,*,407,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,NULL, ,363,366,354,96.7,NULL,NULL,*,*,363,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5060,LACLEDE ELEM.,S,SCHOOLWIDE,393,364,338,92.9,NULL,NULL,*,*,393,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,S,SCHOOLWIDE,344,354,*,*,NULL,NULL,*,*,344,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,S,SCHOOLWIDE,340,296,287,97,NULL,NULL,*,*,340,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,S,SCHOOLWIDE,244,249,239,96,NULL,NULL,*,*,244,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,S,SCHOOLWIDE,226,226,*,*,NULL,NULL,*,*,226,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,S,SCHOOLWIDE,251,262,*,*,NULL,NULL,*,*,251,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,5060,LACLEDE ELEM.,S,SCHOOLWIDE,298,294,284,96.6,NULL,NULL,*,*,298,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5080,LAFAYETTE ELEM.,NULL, ,370,381,*,*,NULL,NULL,*,*,202,54.59,6,1.62,*,*,*,*,NULL,NULL,162,43.78,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,5080,LAFAYETTE ELEM.,NULL, ,368,398,*,*,NULL,NULL,*,*,223,60.6,7,1.9,*,*,*,*,NULL,NULL,138,37.5,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,5080,LAFAYETTE ELEM.,NULL, ,446,428,*,*,NULL,NULL,*,*,303,67.94,5,1.12,*,*,*,*,NULL,NULL,137,30.72,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,5080,LAFAYETTE ELEM.,NULL, ,280,282,*,*,NULL,NULL,*,*,178,63.57,*,*,*,*,*,*,NULL,NULL,96,34.29,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,5080,LAFAYETTE ELEM.,NULL, ,463,466,*,*,NULL,NULL,*,*,304,65.66,18,3.89,*,*,*,*,NULL,NULL,99,21.38,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5080,LAFAYETTE ELEM.,NULL, ,461,464,*,*,NULL,NULL,*,*,314,68.11,25,5.42,*,*,*,*,NULL,NULL,95,20.61,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5080,LAFAYETTE ELEM.,NULL, ,449,469,*,*,NULL,NULL,*,*,317,70.6,24,5.35,*,*,*,*,NULL,NULL,88,19.6,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5080,LAFAYETTE ELEM.,NULL, ,474,498,490,98.4,NULL,NULL,*,*,336,70.89,29,6.12,*,*,*,*,NULL,NULL,89,18.78,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5080,LAFAYETTE ELEM.,S,SCHOOLWIDE,507,520,500,96.2,NULL,NULL,*,*,396,78.11,31,6.11,*,*,*,*,NULL,NULL,66,13.02,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5080,LAFAYETTE ELEM.,S,SCHOOLWIDE,490,495,479,96.8,NULL,NULL,*,*,366,74.69,33,6.73,*,*,*,*,NULL,NULL,79,16.12,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5080,LAFAYETTE ELEM.,S,SCHOOLWIDE,427,492,474,96.3,NULL,NULL,*,*,347,81.26,24,5.62,*,*,*,*,NULL,NULL,50,11.71,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5080,LAFAYETTE ELEM.,S,SCHOOLWIDE,276,277,*,*,NULL,NULL,*,*,209,75.72,32,11.59,*,*,*,*,NULL,NULL,27,9.78,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,5080,LAFAYETTE ELEM.,S,SCHOOLWIDE,244,269,*,*,NULL,NULL,*,*,174,71.31,25,10.25,*,*,*,*,NULL,NULL,34,13.93,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,5080,LAFAYETTE ELEM.,S,SCHOOLWIDE,208,211,*,*,NULL,NULL,*,*,146,70.19,28,13.46,*,*,*,*,NULL,NULL,24,11.54,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5100,LEXINGTON ELEM.,NULL, ,322,331,*,*,NULL,NULL,*,*,322,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,5100,LEXINGTON ELEM.,NULL, ,281,276,*,*,NULL,NULL,*,*,281,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,5100,LEXINGTON ELEM.,NULL, ,298,285,*,*,NULL,NULL,*,*,297,99.66,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,5100,LEXINGTON ELEM.,NULL, ,235,227,*,*,NULL,NULL,*,*,235,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,5100,LEXINGTON ELEM.,NULL, ,213,228,*,*,NULL,NULL,*,*,213,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5100,LEXINGTON ELEM.,NULL, ,216,224,217,96.9,NULL,NULL,*,*,216,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5100,LEXINGTON ELEM.,NULL, ,361,373,360,96.5,NULL,NULL,*,*,361,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5100,LEXINGTON ELEM.,NULL, ,392,436,403,92.4,NULL,NULL,*,*,392,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5100,LEXINGTON ELEM.,S,SCHOOLWIDE,486,440,413,93.9,NULL,NULL,*,*,485,99.79,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
