YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE
2020,115115,ST. LOUIS CITY,5590,MULLANPHY BOTANICAL GARDENS,S,SCHOOLWIDE,398,385,*,*,14,3.52,NULL,NULL,310,77.89,41,10.3,*,*,*,*,*,*,32,8.04,99,24.87,*,*,84,21.11
2006,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,365,370,295,79.7,NULL,NULL,*,*,115,31.51,34,9.32,*,*,*,*,NULL,NULL,199,54.52,*,*,*,*,39,10.68
2007,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,432,421,346,82.2,NULL,NULL,*,*,134,31.02,53,12.27,*,*,*,*,NULL,NULL,213,49.31,*,*,*,*,42,9.72
2008,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,327,338,227,67.2,NULL,NULL,33,10.09,120,36.7,38,11.62,*,*,*,*,NULL,NULL,136,41.59,*,*,*,*,29,8.87
2009,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,290,285,193,67.7,NULL,NULL,30,10.34,100,34.48,44,15.17,*,*,*,*,NULL,NULL,116,40,*,*,*,*,32,11.03
2010,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,347,367,336,91.6,NULL,NULL,49,14.12,134,38.62,47,13.54,*,*,*,*,NULL,NULL,117,33.72,162,46.69,*,*,46,13.26
2011,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,368,372,350,94.1,53,14.4,NULL,NULL,152,41.3,50,13.59,*,*,*,*,*,*,113,30.71,184,50,*,*,36,9.78
2012,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,352,364,348,95.6,48,13.64,NULL,NULL,148,42.05,54,15.34,*,*,*,*,*,*,102,28.98,179,50.85,*,*,30,8.52
2013,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,362,351,342,97.4,50,13.81,NULL,NULL,177,48.9,51,14.09,*,*,*,*,*,*,84,23.2,165,45.58,*,*,28,7.73
2014,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,324,334,326,97.6,40,12.35,NULL,NULL,165,50.93,48,14.81,*,*,*,*,*,*,71,21.91,133,41.05,*,*,28,8.64
2015,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,314,320,*,*,31,9.87,NULL,NULL,174,55.41,47,14.97,*,*,*,*,*,*,62,19.75,121,38.54,*,*,25,7.96
2016,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,268,263,*,*,26,9.7,NULL,NULL,130,48.51,38,14.18,*,*,*,*,*,*,73,27.24,118,44.03,*,*,23,8.58
2017,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,234,237,*,*,19,8.12,NULL,NULL,110,47.01,37,15.81,*,*,*,*,*,*,68,29.06,107,45.73,*,*,23,9.83
2018,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,226,232,*,*,21,9.29,NULL,NULL,105,46.46,42,18.58,*,*,*,*,*,*,57,25.22,115,50.88,*,*,34,15.04
2019,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,220,218,*,*,29,13.18,NULL,NULL,99,45,42,19.09,*,*,*,*,*,*,50,22.73,110,50,*,*,29,13.18
2020,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,S,SCHOOLWIDE,198,195,*,*,18,9.09,NULL,NULL,99,50,35,17.68,*,*,*,*,*,*,46,23.23,102,51.52,*,*,23,11.62
2006,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,393,399,341,85.5,NULL,NULL,*,*,392,99.75,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,61,15.52
2007,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,332,331,294,88.8,NULL,NULL,*,*,331,99.7,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,36,10.84
2008,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,286,290,241,83.1,NULL,NULL,*,*,286,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,33,11.54
2009,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,307,315,235,74.6,NULL,NULL,*,*,306,99.67,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,39,12.7
2010,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,359,372,327,87.9,NULL,NULL,*,*,358,99.72,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,49,13.65
2011,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,400,392,339,86.5,*,*,NULL,NULL,399,99.75,*,*,*,*,*,*,*,*,*,*,*,*,*,*,49,12.25
2012,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,355,348,326,93.7,*,*,NULL,NULL,354,99.72,*,*,*,*,*,*,*,*,*,*,*,*,*,*,47,13.24
2013,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,361,362,353,97.5,*,*,NULL,NULL,360,99.72,*,*,*,*,*,*,*,*,*,*,*,*,*,*,44,12.19
2014,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,383,378,356,94.2,*,*,NULL,NULL,382,99.74,*,*,*,*,*,*,*,*,*,*,*,*,*,*,41,10.7
2015,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,335,333,*,*,*,*,NULL,NULL,334,99.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,37,11.04
2016,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,293,294,*,*,*,*,NULL,NULL,290,98.98,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,10.92
2017,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,274,278,*,*,*,*,NULL,NULL,272,99.27,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26,9.49
2018,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,312,304,*,*,*,*,NULL,NULL,309,99.04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31,9.94
2019,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,323,326,*,*,*,*,NULL,NULL,320,99.07,*,*,*,*,*,*,*,*,*,*,*,*,*,*,37,11.46
2020,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",S,SCHOOLWIDE,279,280,*,*,*,*,NULL,NULL,279,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,10.75
2006,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,331,314,297,94.6,NULL,NULL,*,*,330,99.7,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,45,13.6
2007,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,336,333,300,90.1,NULL,NULL,*,*,334,99.4,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,60,17.86
2008,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,281,263,196,74.5,NULL,NULL,*,*,278,98.93,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,36,12.81
2009,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,260,268,205,76.5,NULL,NULL,*,*,256,98.46,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,36,13.85
2010,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,272,272,267,98.2,NULL,NULL,*,*,268,98.53,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,39,14.34
2011,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,314,309,304,98.4,*,*,NULL,NULL,312,99.36,*,*,*,*,*,*,*,*,*,*,*,*,*,*,47,14.97
2012,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,258,302,*,*,*,*,NULL,NULL,258,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,42,16.28
2013,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,293,301,296,98.3,*,*,NULL,NULL,293,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,37,12.63
2014,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,307,305,*,*,*,*,NULL,NULL,306,99.67,*,*,*,*,*,*,*,*,*,*,*,*,*,*,28,9.12
2015,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,226,226,*,*,*,*,NULL,NULL,225,99.56,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16,7.08
2016,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,191,188,*,*,*,*,NULL,NULL,190,99.48,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,6.28
2017,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,166,162,*,*,*,*,NULL,NULL,166,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11,6.63
2018,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,129,127,*,*,*,*,NULL,NULL,128,99.22,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,7.75
2019,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,135,134,*,*,*,*,NULL,NULL,134,99.26,*,*,*,*,*,*,*,*,*,*,*,*,*,*,22,16.3
2020,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,S,SCHOOLWIDE,108,113,*,*,*,*,NULL,NULL,107,99.07,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,29.63
2006,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,S,SCHOOLWIDE,366,402,313,77.9,NULL,NULL,*,*,295,80.6,21,5.74,*,*,*,*,NULL,NULL,33,9.02,*,*,*,*,31,8.47
2007,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,S,SCHOOLWIDE,380,350,293,83.7,NULL,NULL,*,*,287,75.53,30,7.89,*,*,*,*,NULL,NULL,41,10.79,*,*,*,*,31,8.16
2008,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,S,SCHOOLWIDE,272,273,185,67.8,NULL,NULL,29,10.66,196,72.06,19,6.99,*,*,*,*,NULL,NULL,28,10.29,*,*,*,*,29,10.66
2009,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,S,SCHOOLWIDE,210,209,153,73.2,NULL,NULL,29,13.81,140,66.67,12,5.71,*,*,*,*,NULL,NULL,29,13.81,*,*,*,*,28,13.33
2006,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,342,331,242,73.1,NULL,NULL,*,*,217,63.45,8,2.34,*,*,*,*,NULL,NULL,115,33.63,*,*,*,*,66,19.3
2007,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,309,298,209,70.1,NULL,NULL,*,*,210,67.96,9,2.91,*,*,*,*,NULL,NULL,86,27.83,*,*,*,*,52,16.83
2008,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,312,305,192,63,NULL,NULL,*,*,199,63.78,12,3.85,*,*,*,*,NULL,NULL,96,30.77,*,*,*,*,44,14.1
2009,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,325,320,201,62.8,NULL,NULL,*,*,215,66.15,13,4,*,*,*,*,NULL,NULL,92,28.31,*,*,*,*,38,11.69
2010,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,323,319,265,83.1,NULL,NULL,*,*,220,68.11,17,5.26,*,*,*,*,NULL,NULL,82,25.39,*,*,*,*,34,10.53
2011,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,318,321,278,86.6,*,*,NULL,NULL,224,70.44,18,5.66,*,*,*,*,*,*,73,22.96,7,2.2,*,*,37,11.64
2012,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,349,350,308,88,*,*,NULL,NULL,265,75.93,15,4.3,*,*,*,*,*,*,64,18.34,6,1.72,*,*,45,12.89
2013,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,385,379,336,88.7,5,1.3,NULL,NULL,305,79.22,15,3.9,*,*,*,*,*,*,58,15.06,9,2.34,*,*,34,8.83
2014,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,372,377,333,88.3,*,*,NULL,NULL,306,82.26,12,3.23,*,*,*,*,*,*,49,13.17,5,1.34,*,*,39,10.48
2015,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,384,385,*,*,*,*,NULL,NULL,318,82.81,14,3.65,*,*,*,*,*,*,47,12.24,8,2.08,*,*,46,11.98
2016,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,377,375,*,*,*,*,NULL,NULL,329,87.27,10,2.65,*,*,*,*,*,*,36,9.55,6,1.59,*,*,48,12.73
2017,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,382,385,*,*,*,*,NULL,NULL,338,88.48,7,1.83,*,*,*,*,*,*,34,8.9,*,*,*,*,49,12.83
2018,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,400,383,*,*,*,*,NULL,NULL,355,88.75,7,1.75,*,*,*,*,*,*,37,9.25,5,1.25,*,*,46,11.5
2019,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,363,361,*,*,*,*,NULL,NULL,325,89.53,6,1.65,*,*,*,*,*,*,32,8.82,*,*,*,*,44,12.12
2020,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,360,359,*,*,*,*,NULL,NULL,325,90.28,*,*,*,*,*,*,*,*,33,9.17,*,*,*,*,45,12.5
2006,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,179,182,170,93.4,NULL,NULL,*,*,165,92.18,*,*,*,*,*,*,NULL,NULL,12,6.7,*,*,*,*,38,21.23
2007,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,148,145,132,91,NULL,NULL,*,*,135,91.22,6,4.05,*,*,*,*,NULL,NULL,7,4.73,*,*,*,*,30,20.27
2008,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,112,127,113,89,NULL,NULL,*,*,105,93.75,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,23,20.54
2009,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,115,127,101,79.5,NULL,NULL,*,*,105,91.3,*,*,*,*,*,*,NULL,NULL,6,5.22,*,*,*,*,24,20.87
2010,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,122,134,125,93.3,NULL,NULL,*,*,118,96.72,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,20,16.39
2011,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,129,136,129,94.9,5,3.88,NULL,NULL,123,95.35,*,*,*,*,*,*,*,*,*,*,*,*,*,*,22,17.05
2012,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,141,138,130,94.2,6,4.26,NULL,NULL,128,90.78,*,*,*,*,*,*,*,*,5,3.55,7,4.96,*,*,27,19.15
2013,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,158,161,151,93.8,5,3.16,NULL,NULL,141,89.24,*,*,*,*,*,*,*,*,8,5.06,5,3.16,*,*,33,20.89
2014,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,170,167,160,95.8,5,2.94,NULL,NULL,153,90,*,*,*,*,*,*,*,*,11,6.47,*,*,*,*,24,14.12
2015,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,183,187,*,*,*,*,NULL,NULL,170,92.9,*,*,*,*,*,*,*,*,8,4.37,*,*,*,*,24,13.11
2016,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,167,168,*,*,*,*,NULL,NULL,154,92.22,*,*,*,*,*,*,*,*,9,5.39,*,*,*,*,26,15.57
2017,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,172,163,*,*,*,*,NULL,NULL,157,91.28,*,*,*,*,*,*,*,*,9,5.23,*,*,*,*,27,15.7
2018,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,140,146,*,*,*,*,NULL,NULL,130,92.86,*,*,*,*,*,*,*,*,6,4.29,*,*,*,*,19,13.57
2019,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,144,141,*,*,*,*,NULL,NULL,132,91.67,*,*,*,*,*,*,*,*,6,4.17,*,*,*,*,17,11.81
2020,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,124,125,*,*,*,*,NULL,NULL,113,91.13,*,*,*,*,*,*,*,*,8,6.45,*,*,*,*,12,9.68
2006,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,S,SCHOOLWIDE,309,291,258,88.7,NULL,NULL,*,*,292,94.5,*,*,*,*,*,*,NULL,NULL,17,5.5,*,*,*,*,45,14.56
2007,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,S,SCHOOLWIDE,274,280,239,85.4,NULL,NULL,*,*,252,91.97,*,*,*,*,*,*,NULL,NULL,20,7.3,*,*,*,*,60,21.9
2008,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,S,SCHOOLWIDE,229,252,184,73,NULL,NULL,*,*,211,92.14,*,*,*,*,*,*,NULL,NULL,16,6.99,*,*,*,*,49,21.4
2009,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,S,SCHOOLWIDE,139,148,102,68.9,NULL,NULL,*,*,122,87.77,*,*,*,*,*,*,NULL,NULL,17,12.23,*,*,*,*,21,15.11
2006,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,227,202,191,94.6,NULL,NULL,*,*,224,98.68,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,29,12.78
2007,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,206,196,182,92.9,NULL,NULL,*,*,199,96.6,*,*,*,*,*,*,NULL,NULL,6,2.91,*,*,*,*,36,17.48
2008,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,174,196,177,90.3,NULL,NULL,*,*,167,95.98,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,34,19.54
2009,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,171,170,134,78.8,NULL,NULL,*,*,163,95.32,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,30,17.54
2010,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,143,153,146,95.4,NULL,NULL,*,*,135,94.41,*,*,*,*,*,*,NULL,NULL,6,4.2,*,*,*,*,28,19.58
2011,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,125,140,131,93.6,*,*,NULL,NULL,121,96.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,12
2012,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,124,116,*,*,*,*,NULL,NULL,121,97.58,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17,13.71
2013,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,157,151,145,96,*,*,NULL,NULL,142,90.45,6,3.82,*,*,*,*,*,*,9,5.73,*,*,*,*,23,14.65
2014,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,NULL, ,0,0,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,261,256,237,92.6,NULL,NULL,*,*,228,87.36,10,3.83,*,*,*,*,NULL,NULL,20,7.66,*,*,*,*,41,15.71
2007,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,218,210,189,90,NULL,NULL,*,*,180,82.57,8,3.67,*,*,*,*,NULL,NULL,26,11.93,*,*,*,*,29,13.3
2008,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,200,252,222,88.1,NULL,NULL,*,*,164,82,11,5.5,*,*,*,*,NULL,NULL,21,10.5,*,*,*,*,29,14.5
2009,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,252,239,192,80.3,NULL,NULL,13,5.16,200,79.37,13,5.16,*,*,*,*,NULL,NULL,25,9.92,*,*,*,*,38,15.08
2010,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,241,256,228,89.1,NULL,NULL,5,2.07,199,82.57,10,4.15,*,*,*,*,NULL,NULL,27,11.2,66,27.39,*,*,41,17.01
2011,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,256,264,255,96.6,*,*,NULL,NULL,217,84.77,9,3.52,*,*,*,*,*,*,27,10.55,54,21.09,*,*,39,15.23
2012,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,262,281,*,*,*,*,NULL,NULL,229,87.4,10,3.82,*,*,*,*,*,*,19,7.25,58,22.14,*,*,39,14.89
2013,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,250,252,246,97.6,*,*,NULL,NULL,229,91.6,8,3.2,*,*,*,*,*,*,11,4.4,31,12.4,*,*,34,13.6
2014,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,277,263,256,97.3,*,*,NULL,NULL,252,90.97,9,3.25,*,*,*,*,*,*,16,5.78,35,12.64,*,*,26,9.39
2015,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,259,268,*,*,*,*,NULL,NULL,245,94.59,6,2.32,*,*,*,*,*,*,7,2.7,35,13.51,*,*,27,10.42
2016,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,236,235,*,*,*,*,NULL,NULL,225,95.34,*,*,*,*,*,*,*,*,8,3.39,51,21.61,*,*,21,8.9
2017,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,239,254,*,*,*,*,NULL,NULL,224,93.72,*,*,*,*,*,*,*,*,8,3.35,52,21.76,*,*,22,9.21
2018,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,199,207,*,*,*,*,NULL,NULL,195,97.99,*,*,*,*,*,*,*,*,*,*,48,24.12,*,*,19,9.55
2019,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,213,214,*,*,*,*,NULL,NULL,200,93.9,6,2.82,*,*,*,*,*,*,7,3.29,65,30.52,*,*,34,15.96
2020,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,162,183,*,*,*,*,NULL,NULL,152,93.83,*,*,*,*,*,*,*,*,7,4.32,39,24.07,*,*,30,18.52
2006,115115,ST. LOUIS CITY,5880,SIMMONS ELEM.,S,SCHOOLWIDE,314,300,283,94.3,NULL,NULL,*,*,311,99.04,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,33,10.51
2007,115115,ST. LOUIS CITY,5880,SIMMONS ELEM.,S,SCHOOLWIDE,301,298,283,95,NULL,NULL,*,*,299,99.34,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,34,11.3
2008,115115,ST. LOUIS CITY,5880,SIMMONS ELEM.,S,SCHOOLWIDE,222,209,178,85.2,NULL,NULL,*,*,219,98.65,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,15,6.76
2009,115115,ST. LOUIS CITY,5880,SIMMONS ELEM.,S,SCHOOLWIDE,292,288,245,85.1,NULL,NULL,*,*,289,98.97,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,17,5.82
2006,115115,ST. LOUIS CITY,5930,STIX EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,305,299,172,57.5,NULL,NULL,*,*,201,65.9,8,2.62,7,2.3,*,*,NULL,NULL,80,26.23,*,*,*,*,48,15.74
2007,115115,ST. LOUIS CITY,5930,STIX EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,317,313,190,60.7,NULL,NULL,*,*,202,63.72,11,3.47,7,2.21,*,*,NULL,NULL,92,29.02,*,*,*,*,44,13.88
